sentence,label
I want to order whey protein...can you please tell me expacted time of delivery,RESUME_DELIVERY
other websites like lagoon are delivering when will curekart start again to deliver?,RESUME_DELIVERY
If I will order one product today them when it will be reach,RESUME_DELIVERY
Delivery is available but it will take 15-18 days u mean to say,RESUME_DELIVERY
are you going to start delivery during this lockdown period as well?,RESUME_DELIVERY
I am not getting any update on my parcel because of corona,RESUME_DELIVERY
If i order today in how many days it will be delivered,RESUME_DELIVERY
If I place order today how soon can I get order delivered?,RESUME_DELIVERY
If I order right now how long will it take to deliver,RESUME_DELIVERY
"If i place my order today, when will it be delivered?",RESUME_DELIVERY
Can I get the product these days if I prepay you,RESUME_DELIVERY
"as there is a lockdown everywhere, is CureKart still working?",RESUME_DELIVERY
I am not sure if covid is affecting your delivery,RESUME_DELIVERY
When can I get my product if I order today,RESUME_DELIVERY
"If I order today, when will I get the delivery?",RESUME_DELIVERY
how to long will it take for delivery of producs,RESUME_DELIVERY
If I order today when I will get it,RESUME_DELIVERY
Are you guys delivering the products if i order?,RESUME_DELIVERY
When will you resume delivery due to COVID?,RESUME_DELIVERY
If I order now do I get delivery,RESUME_DELIVERY
I want to order but are you delivering,RESUME_DELIVERY
can you let me know exact delivery time,RESUME_DELIVERY
Can you deliver it to my address,RESUME_DELIVERY
Hi do you deliver in this situation?,RESUME_DELIVERY
Can u deliver product during shut down?,RESUME_DELIVERY
i need information related to delivery times,RESUME_DELIVERY
You can deliver order now in curfew,RESUME_DELIVERY
is Cure Kart providing delivery during lockdown?,RESUME_DELIVERY
Delivery period and date is not mentioned,RESUME_DELIVERY
how is CureKart handling covid orders,RESUME_DELIVERY
how is covid impacting your delivery,RESUME_DELIVERY
When I'll be receiving the product?,RESUME_DELIVERY
Are you delivering in lock down?,RESUME_DELIVERY
what will be the delivery date,RESUME_DELIVERY
After prepaid when will it arrive?,RESUME_DELIVERY
Is delivery affected by covid 19,RESUME_DELIVERY
How much time for prepaid parcels,RESUME_DELIVERY
Are you people delivering products?,RESUME_DELIVERY
Is deliveries happening now?,RESUME_DELIVERY
are u providing delivery,RESUME_DELIVERY
Delivery time duration,RESUME_DELIVERY
Delivery address is wrong it is to be changed,MODIFY_ADDRESS
I need to change the address of my order,MODIFY_ADDRESS
can i change the addres on the order,MODIFY_ADDRESS
I want to change my delivery address,MODIFY_ADDRESS
I want to change my shipping address,MODIFY_ADDRESS
Regarding change of address of my order.,MODIFY_ADDRESS
Can you please change the address?,MODIFY_ADDRESS
i wanna change shipping address,MODIFY_ADDRESS
I want change my addresses,MODIFY_ADDRESS
Change delivery address?,MODIFY_ADDRESS
Edit shipping address,MODIFY_ADDRESS
change of address,MODIFY_ADDRESS
Address Issue,MODIFY_ADDRESS
How cani refer a friend for this app?,REFER_EARN
Want to know about refer & Earn,REFER_EARN
My friend refer me to CureKart,REFER_EARN
I have referral promo code,REFER_EARN
Need help with refferal,REFER_EARN
Reedem referral,REFER_EARN
Refer Amount,REFER_EARN
I want to know information related to my orders,ORDER_QUERY
I have an order related query,ORDER_QUERY
Help required on order,ORDER_QUERY
Show me the main menu,START_OVER
Start over the flow,START_OVER
Start again,START_OVER
Start over,START_OVER
Your delivery service is always slow I am done with CureKart,CHAT_WITH_AGENT
I want to speak with a live agent,CHAT_WITH_AGENT
I want to speak with a human,CHAT_WITH_AGENT
"hello, is ther anyone available to assist",CHAT_WITH_AGENT
need an immediate fix to my problem,CHAT_WITH_AGENT
I want to raise a complaint,CHAT_WITH_AGENT
Can i talk to a human,CHAT_WITH_AGENT
Customer care number not available,CHAT_WITH_AGENT
Call centre not picking up,CHAT_WITH_AGENT
I need customer support,CHAT_WITH_AGENT
You guys are fraud,CHAT_WITH_AGENT
call center not reachable,CHAT_WITH_AGENT
No one is answering,CHAT_WITH_AGENT
Waste of my time,CHAT_WITH_AGENT
connect me to supervisor,CHAT_WITH_AGENT
I need urgent assistance,CHAT_WITH_AGENT
This is an emergency,CHAT_WITH_AGENT
Chat with agent,CHAT_WITH_AGENT
You are useless,CHAT_WITH_AGENT
poor customer support,CHAT_WITH_AGENT
Give immediate resolution,CHAT_WITH_AGENT
contact support,CHAT_WITH_AGENT
pathetic service,CHAT_WITH_AGENT
Live agent,CHAT_WITH_AGENT
It has any side effects or not,SIDE_EFFECT
Does it have side effects?,SIDE_EFFECT
I wanted to talk to contact your head office for some work but is it open?,WORK_FROM_HOME
I hope you are also working from home during this time,WORK_FROM_HOME
are you as well working from home like I am?,WORK_FROM_HOME
Is your head office working during lockdown?,WORK_FROM_HOME
is curekart office open during the lockdown?,WORK_FROM_HOME
is your banglore office working right now?,WORK_FROM_HOME
does the government lockdown affect curekart?,WORK_FROM_HOME
are you working during covid,WORK_FROM_HOME
how are you functioning,WORK_FROM_HOME
Office Information,WORK_FROM_HOME
please tell me if I can still place an order on the website during the lockdown,ORDER_TAKING
i know its lockdown due to coronavirus but can i still place an order?,ORDER_TAKING
"I wanted to order some things, can I place an order on the website?",ORDER_TAKING
Can I order it ? While lockdown as well.,ORDER_TAKING
I want to book shipment on cash on delivery,ORDER_TAKING
Wants to buy a supplement through cash on delivery,ORDER_TAKING
are you taking up orders during the lockdown?,ORDER_TAKING
There is no option for cash on delivery,ORDER_TAKING
How come there is  no COD on curekart,ORDER_TAKING
Do i need to make payment in cash,ORDER_TAKING
are you accepting prepaid orders during lockdown,ORDER_TAKING
"Hi, is your service operating during curfew",ORDER_TAKING
Can I place Cash on delivery order,ORDER_TAKING
Cash on delivery option is not showing,ORDER_TAKING
Why it is not showing COD option,ORDER_TAKING
Are you still delivering during this time?,ORDER_TAKING
Are you taking orders during COVID?,ORDER_TAKING
Are you taking orders for delivery,ORDER_TAKING
Are you guys still accepting order?,ORDER_TAKING
I want to order on products,ORDER_TAKING
Can i order online right now?,ORDER_TAKING
Can i place prepaid order,ORDER_TAKING
Can i buy during quarantine,ORDER_TAKING
Can I order now ?,ORDER_TAKING
can I pay cash later,ORDER_TAKING
is Cash on delivery possible,ORDER_TAKING
Are you taking COD orders,ORDER_TAKING
COD option is not available,ORDER_TAKING
I want to pay COD,ORDER_TAKING
COD is not available?,ORDER_TAKING
COD,ORDER_TAKING
Can i collect it from a store,STORE_INFORMATION
Can i go to your shop,STORE_INFORMATION
Are your offline stores open?,STORE_INFORMATION
Àre your shops operational,STORE_INFORMATION
Are stores still opening?,STORE_INFORMATION
Store information,STORE_INFORMATION
how will I come to know where my order has reached so far because it is so difficult to track the delivery agent,ORDER_STATUS
"The delivery date  says 5 more days, are there any hopes i will receive my order before that",ORDER_STATUS
It has not been delivered yet. So I want to know when it will be delivered,ORDER_STATUS
I had ordered before the covid breakout how much more time it will take to deliver?,ORDER_STATUS
I have been eager to receive my order how long it will take to deliver?,ORDER_STATUS
My order status has not been updated on the website please tell where it is,ORDER_STATUS
Where can I see order status? Whether it's shipped or not yet?,ORDER_STATUS
How much more time do I have to wait for my parcel,ORDER_STATUS
"I want to track my order, when will it arrive?",ORDER_STATUS
When can I expect my delivery because of the pandemic?,ORDER_STATUS
Can you tell me about my previous orders,ORDER_STATUS
Could you please help me tracking my order,ORDER_STATUS
Will I receive my order after covid19 lockdown?,ORDER_STATUS
Is it possible to get my order early,ORDER_STATUS
In how many days I will get delivery,ORDER_STATUS
What is the progress of my orders,ORDER_STATUS
When will my order will be delivered,ORDER_STATUS
how will covid lockdown affect my order,ORDER_STATUS
i haven't received the product yet,ORDER_STATUS
can i get the tracking id,ORDER_STATUS
when will i recieve my order?,ORDER_STATUS
when can i expect my delivery,ORDER_STATUS
when will my order be delivered?,ORDER_STATUS
when will i receive this product?,ORDER_STATUS
when i will get the product?,ORDER_STATUS
my order is not delivered yet,ORDER_STATUS
What is my shipment status,ORDER_STATUS
Where do you live,ORDER_STATUS
When will it arrive,ORDER_STATUS
I'd like to cancel my pending order,CANCEL_ORDER
How can I cancel my pending order?,CANCEL_ORDER
I want to cancel my placed order,CANCEL_ORDER
How can i cancel my order?,CANCEL_ORDER
I want to cancel a product,CANCEL_ORDER
I want to cancel my order,CANCEL_ORDER
I want to place cancellation,CANCEL_ORDER
Kindly cancel my order,CANCEL_ORDER
Cancellation,CANCEL_ORDER
i want to enroll my self as a seller,FRANCHISE
How do i become a seller on curekart?,FRANCHISE
i want to become the seller partner,FRANCHISE
would like to associated as seller,FRANCHISE
I would like to get dealership,FRANCHISE
can i become a seller,FRANCHISE
Get Franchise,FRANCHISE
I would just like to return my product since you have delivered something completely different from what I had initially ordered,REFUNDS_RETURNS_REPLACEMENTS
Order Replacement for the products i received because I did not order what I have received,REFUNDS_RETURNS_REPLACEMENTS
I want my item replaced because the item I have received has tampered with already,REFUNDS_RETURNS_REPLACEMENTS
some of the items I have ordered are missing how do I get a replacement?,REFUNDS_RETURNS_REPLACEMENTS
as it is only showing return policy but nowhere option to return my order,REFUNDS_RETURNS_REPLACEMENTS
I havent received my refund it has been many days since the return,REFUNDS_RETURNS_REPLACEMENTS
I have sent my order for refund how much time will it take?,REFUNDS_RETURNS_REPLACEMENTS
"The product I received was of bad quality, how do I replace it?",REFUNDS_RETURNS_REPLACEMENTS
"I want my payment for refund back, when I will get it?",REFUNDS_RETURNS_REPLACEMENTS
I would like to return a part of my latest order,REFUNDS_RETURNS_REPLACEMENTS
I want refund as soon as in my account,REFUNDS_RETURNS_REPLACEMENTS
I want to know about my refund or replacement,REFUNDS_RETURNS_REPLACEMENTS
I need to replace the product I recieved,REFUNDS_RETURNS_REPLACEMENTS
i want to replace my bad quality product,REFUNDS_RETURNS_REPLACEMENTS
I want to know about my replacements,REFUNDS_RETURNS_REPLACEMENTS
It’s shows that u returned multiple order,REFUNDS_RETURNS_REPLACEMENTS
i want to refund my product,REFUNDS_RETURNS_REPLACEMENTS
i want to return one product,REFUNDS_RETURNS_REPLACEMENTS
i want to return my order,REFUNDS_RETURNS_REPLACEMENTS
I want my money back,REFUNDS_RETURNS_REPLACEMENTS
Not received my replacement order,REFUNDS_RETURNS_REPLACEMENTS
When will my parcel return?,REFUNDS_RETURNS_REPLACEMENTS
I want exchange the product,REFUNDS_RETURNS_REPLACEMENTS
Where is my refund?,REFUNDS_RETURNS_REPLACEMENTS
query related to replacements,REFUNDS_RETURNS_REPLACEMENTS
I ordered by mistake,REFUNDS_RETURNS_REPLACEMENTS
Refund not received,REFUNDS_RETURNS_REPLACEMENTS
Return the product,REFUNDS_RETURNS_REPLACEMENTS
i want replacement,REFUNDS_RETURNS_REPLACEMENTS
Wrong  items shipped,REFUNDS_RETURNS_REPLACEMENTS
Refund,REFUNDS_RETURNS_REPLACEMENTS
My order was supposed to arrive long ago. Can you please tell me when will it come?,DELAY_IN_PARCEL
Is there a delay in delivery becuase of the pandemic?,DELAY_IN_PARCEL
How long is parcel delayed because of COVID?,DELAY_IN_PARCEL
i have not received my order till today.,DELAY_IN_PARCEL
I am not received my order yet,DELAY_IN_PARCEL
why is parcel taking so long,DELAY_IN_PARCEL
why my order keep getting delayed,DELAY_IN_PARCEL
Why is my delivery late,DELAY_IN_PARCEL
My order is very late,DELAY_IN_PARCEL
Delivery is showing very late,DELAY_IN_PARCEL
Delay during Covid-19,DELAY_IN_PARCEL
it's been delayed,DELAY_IN_PARCEL
Hii I am looking for lean muscle body advice me diet chart,CONSULT_START
Can you tell me what diet is perfect for me,CONSULT_START
can you make my ideal diet plan ?,CONSULT_START
Diet and Fitness Advice for Bulk Muscle Gain,CONSULT_START
Diet and Fitness Advice for Lean Muscle Gain,CONSULT_START
I want a diet chart prepared for me,CONSULT_START
Recommend me workout schedule diet and protein,CONSULT_START
Hi i am looking for diet chart,CONSULT_START
Diet and Fitness Advice for Maintain Weight,CONSULT_START
Can u provide fitness advice ?,CONSULT_START
Tell me weight gaining,CONSULT_START
suggest me beginner diet,CONSULT_START
Diet plan for runner,CONSULT_START
Weight Loss diet,CONSULT_START
Generate Diet Analysis,CONSULT_START
Consult Start,CONSULT_START
Bodybuilding diet,CONSULT_START
Workout plan,CONSULT_START
Diet,CONSULT_START
I wanted to know whether you are delivering in,CHECK_PINCODE
Can my product be delivered to my pincode,CHECK_PINCODE
Can you check if my pincode is serviceable,CHECK_PINCODE
Is it deliverable to my pin code,CHECK_PINCODE
How many days will take to deliver,CHECK_PINCODE
Get Product Service,CHECK_PINCODE
pincode serviceable,CHECK_PINCODE
I want to increase my immunity power,IMMUNITY
How can I increase my immunity,IMMUNITY
Help me in increasing immunity,IMMUNITY
Double Up Immunity Power,IMMUNITY
Increase Immunity,IMMUNITY
Show me the form to add goal details,USER_GOAL_FORM
I would want to take re-assessment,USER_GOAL_FORM
How can I add my goals,USER_GOAL_FORM
Fill my body measures & Goal,USER_GOAL_FORM
Re-assess my profile,USER_GOAL_FORM
Take reassessment,USER_GOAL_FORM
"I see a transaction on my bank app, the money for the order has been deducted but there is no order visible on my profile",PAYMENT_AND_BILL
I will require a duplicate bill for my previous orders since I have to show it as a proof,PAYMENT_AND_BILL
"my bill has been not publised yet on the website, i want a bill for my order",PAYMENT_AND_BILL
my account got debited but my order did not get placed please give me a solution,PAYMENT_AND_BILL
"I have an issue with my bill, can I get a duplicate copy?",PAYMENT_AND_BILL
"I want a duplicate bill for my order, where can I find it?",PAYMENT_AND_BILL
my money has been deducted but it's not been place order,PAYMENT_AND_BILL
"I have not received my bill, give me my bill",PAYMENT_AND_BILL
show me my duplicate bill for my latest order,PAYMENT_AND_BILL
I want my invoice for my previous orders,PAYMENT_AND_BILL
Give me a copy of my bill please,PAYMENT_AND_BILL
I have query related to payments and bill,PAYMENT_AND_BILL
I want to know about my payments,PAYMENT_AND_BILL
I want invoice of my product,PAYMENT_AND_BILL
give me my duplicate bill,PAYMENT_AND_BILL
Payments and Bills,PAYMENT_AND_BILL
I am not a registered user of curekart,SIGN_UP
I don't have the registered phone number,SIGN_UP
Where can I sign up,SIGN_UP
I am a new user,SIGN_UP
I am new to curekart,SIGN_UP
Not a registered user,SIGN_UP
How do i find out the expiry date of a product,EXPIRY_DATE
Where can i check the expiry information of the product?,EXPIRY_DATE
Where can we find expiry information regarding product,EXPIRY_DATE
What if I receive expired product,EXPIRY_DATE
Expiry Date,EXPIRY_DATE
I would like to know the originality of the product,ORIGINAL_PRODUCT
how can i check the authenticity of the product,ORIGINAL_PRODUCT
How I check product is original or fake,ORIGINAL_PRODUCT
How to check products is original or not,ORIGINAL_PRODUCT
What if I find it fake after receiving,ORIGINAL_PRODUCT
how to verify its original or duplicate,ORIGINAL_PRODUCT
How to know if product is orignal,ORIGINAL_PRODUCT
My supplement is original or not,ORIGINAL_PRODUCT
do you have authentic products,ORIGINAL_PRODUCT
can i get original product,ORIGINAL_PRODUCT
Are your products 100% original?,ORIGINAL_PRODUCT
Is your product original,ORIGINAL_PRODUCT
are your products genuine,ORIGINAL_PRODUCT
I got fake product,ORIGINAL_PRODUCT
Authentication,ORIGINAL_PRODUCT
Authentic,ORIGINAL_PRODUCT
Unable to see product in my cart,PORTAL_ISSUE
Option is not visible,PORTAL_ISSUE
My Cart Is empty,PORTAL_ISSUE
Portal not working,PORTAL_ISSUE
Delivery out of India,INTERNATIONAL_SHIPPING
Out of India,INTERNATIONAL_SHIPPING
International Shipping,INTERNATIONAL_SHIPPING
What are the modes of payments you accept,MODES_OF_PAYMENTS
i can't make a prepaid payment,MODES_OF_PAYMENTS
How can I pay Online,MODES_OF_PAYMENTS
Modes of payments,MODES_OF_PAYMENTS
