Need to connect with an agent,CHAT_WITH_AN_AGENT,
Agent,CHAT_WITH_AN_AGENT,
Connect to agent,CHAT_WITH_AN_AGENT,
Talk to an agent,CHAT_WITH_AN_AGENT,
Need to talk to an agent,CHAT_WITH_AN_AGENT,
Connect with agent,CHAT_WITH_AN_AGENT,
Agent to chat,CHAT_WITH_AN_AGENT,
Didn't,CHAT_WITH_AN_AGENT,
Can I talk to you,CHAT_WITH_AN_AGENT,
My referral amount is incorrect,CHAT_WITH_AN_AGENT,
I can't see my withdrawal,CHAT_WITH_AN_AGENT,
My transaction is incorrect,CHAT_WITH_AN_AGENT,
My transaction is wrong,CHAT_WITH_AN_AGENT,
My deposit is incorrect,CHAT_WITH_AN_AGENT,
My deposit is wrong,CHAT_WITH_AN_AGENT,
I can't see my deposit,CHAT_WITH_AN_AGENT,
I can't see my transaction,CHAT_WITH_AN_AGENT,
My balance is wrong,CHAT_WITH_AN_AGENT,
My bonus is wrong,CHAT_WITH_AN_AGENT,
My winnings are wrong,LESS_WINNINGS_AMOUNT,May conflict with LESS_WINNINGS_AMOUNT
My deposit is not visible,CHAT_WITH_AN_AGENT,
My deposit is not there,CHAT_WITH_AN_AGENT,
My sign up bonus is incorrect,CHAT_WITH_AN_AGENT,
My bonus is incorrect,CHAT_WITH_AN_AGENT,
My balance is incorrect,CHAT_WITH_AN_AGENT,
My winnings are incorrect,LESS_WINNINGS_AMOUNT,May conflict with LESS_WINNINGS_AMOUNT
I am still waiting for my deposit money to get reflected in my wallet,CHAT_WITH_AN_AGENT,
It seems the wallet still not updated,CHAT_WITH_AN_AGENT,
My wallet showing wrong balance,CHAT_WITH_AN_AGENT,
I referred to one of my friend he got all necessary step done but then also it not showing in the referral,CHAT_WITH_AN_AGENT,
I am facing issue connect to agent,CHAT_WITH_AN_AGENT,
I ask a number of question to the bot but the query is not answered can you connect to Agent,CHAT_WITH_AN_AGENT,
Why it is showing wrong balance,CHAT_WITH_AN_AGENT,
I do not need chat agent,CHAT_WITH_AN_AGENT,
Did not receive my bonus,CHAT_WITH_AN_AGENT,
Did not receive my sign up amount,CHAT_WITH_AN_AGENT,
Didn't receive money with my referrals,CHAT_WITH_AN_AGENT,
Did not receive my winnings,WINNINGS,Earlier was CHAT_WITH_AN_AGENT
Did not receive my amount,WINNINGS,Earlier was CHAT_WITH_AN_AGENT
Winnings,WINNINGS,
Please give my winning money,WINNINGS,
I want money,WINNINGS,
Winning amount,WINNINGS,
Winning price,WINNINGS,
Winning amount cant add,WINNINGS,
My winnings,WINNINGS,
When Are the Winnings Distributed on PowerPlay11,WINNINGS,Earlier was WHEN_WINNINGS_DISTRIBUTED
Winnings amount not credited,WINNINGS,Earlier was WHEN_WINNINGS_DISTRIBUTED
When will I get the winning amount,WINNINGS,Earlier was WHEN_WINNINGS_DISTRIBUTED
Why is my amount not credited,WINNINGS,Earlier was WHEN_WINNINGS_DISTRIBUTED
When will I receiev my winning amount,WINNINGS,Earlier was WHEN_WINNINGS_DISTRIBUTED
Please transfer winnings fast,WITHDRAWAL_TIME,Earlier was WITHDRAWAL_TIME
I havent received the winning amount,WITHDRAWAL_TIME,Earlier was WITHDRAWAL_TIME
Instant Withdrawal,INSTANT_WITHDRAWAL,
Instant withdrawal is available,INSTANT_WITHDRAWAL,
When Instant withdrawal available,INSTANT_WITHDRAWAL,
Instant withdrawal Not available,INSTANT_WITHDRAWAL,
What is instant withdrawal,INSTANT_WITHDRAWAL,
Instant withdrawal needed,INSTANT_WITHDRAWAL,
Fast withdrawalIs there fast withdrawal,INSTANT_WITHDRAWAL,
Is there instant withdrawal,INSTANT_WITHDRAWAL,
Is instant withdrawal available,INSTANT_WITHDRAWAL,
Fast withdrawal available,INSTANT_WITHDRAWAL,
Check withdrawal status,WITHDRAWAL_STATUS,
I want to view my withdrawal status,WITHDRAWAL_STATUS,
Show my withdrawal status,WITHDRAWAL_STATUS,
List all the withdrawal,WITHDRAWAL_STATUS,
Withdrawal Status,WITHDRAWAL_STATUS,
Withdrawal statements,WITHDRAWAL_STATUS,
Withdrawal statement,WITHDRAWAL_STATUS,
I have withdrawn some money four days back from the wallet how do I check the amount I have withdrawn,WITHDRAWAL_STATUS,
Check Earlier withdrawal,WITHDRAWAL_STATUS,
Withdrawn status for my account,WITHDRAWAL_STATUS,
Status of withdrawal,WITHDRAWAL_STATUS,
I want to check my withdrawal status,WITHDRAWAL_STATUS,
Open withdrawal status,WITHDRAWAL_STATUS,
My status was not updated can you show me the withdrawal status now,WITHDRAWAL_STATUS,
Since last year I did not played any game on this however I have 2000 balance in my account now it is showing 998 would you show me the withdrawal transactions,WITHDRAWAL_STATUS,
I was travelling I dont have cash I need to withdraw some money from app would you tell me withdrawal status,WITHDRAWAL_STATUS,
PAN Card verification failed,PAN_VERIFICATION_FAILED,
PAN verification failed,PAN_VERIFICATION_FAILED,
Getting error while verifying PAN Card,PAN_VERIFICATION_FAILED,
How Are Points Calculated on PowerPlay11,HOW_POINTS_CALCULATED,
Change My Bank Account,CHANGE_BANK_ACCOUNT,
How to change Bank account,CHANGE_BANK_ACCOUNT,
Change My Profile or Team Details,CHANGE_PROFILE_TEAM_DETAILS,
Update My Profile/Team Details,CHANGE_PROFILE_TEAM_DETAILS,
Update My Profile,CHANGE_PROFILE_TEAM_DETAILS,
Update my Team Details,CHANGE_PROFILE_TEAM_DETAILS,
Change profile name,CHANGE_PROFILE_TEAM_DETAILS,
How to change profile name?,CHANGE_PROFILE_TEAM_DETAILS,
Can I change my profile name,CHANGE_PROFILE_TEAM_DETAILS,
Change My Team,CHANGE_PROFILE_TEAM_DETAILS,
Can I Change my team name on PowerPlay11?,CHANGE_PROFILE_TEAM_DETAILS,
How can I change my team name,CHANGE_PROFILE_TEAM_DETAILS,
Change team name,CHANGE_PROFILE_TEAM_DETAILS,
Edit team name,CHANGE_PROFILE_TEAM_DETAILS,
Modify mobile number,CHANGE_MOBILE_NUMBER,
Change phone number,CHANGE_MOBILE_NUMBER,
Change mobile number,CHANGE_MOBILE_NUMBER,
Edit mobile number,CHANGE_MOBILE_NUMBER,
My mobile no. change,CHANGE_MOBILE_NUMBER,
Help me to change mobile number,CHANGE_MOBILE_NUMBER,
Help me to edit my mobile number,CHANGE_MOBILE_NUMBER,
Help me with changing my mobile number,CHANGE_MOBILE_NUMBER,
I want to change my number,CHANGE_MOBILE_NUMBER,
How can I Change my mobile number,CHANGE_MOBILE_NUMBER,
Taxes on Winnings,TAXES_ON_WINNINGS,
Are there any taxes associated with withdrawals,TAXES_ON_WINNINGS,
Tax deduction,TAXES_ON_WINNINGS,
How much tax will be deducted,TAXES_ON_WINNINGS,
How much tax to pay,TAXES_ON_WINNINGS,
Am I supposed to pay tax,TAXES_ON_WINNINGS,
Tax on winning,TAXES_ON_WINNINGS,
Do I need to pay tax for winning,TAXES_ON_WINNINGS,
Liable tax,TAXES_ON_WINNINGS,
Fake teams,FAKE_TEAMS,
You have your own team in the leagues,FAKE_TEAMS,
Fake players,FAKE_TEAMS,
Fraud,FAKE_TEAMS,
Fake users,FAKE_TEAMS,
Not genuine,FAKE_TEAMS,
Cheating,FAKE_TEAMS,
You have your own teams in matches/leagues,FAKE_TEAMS,
Why leagues get full in the last moment,FAKE_TEAMS,
Office Own team,FAKE_TEAMS,
Fraud team,FAKE_TEAMS,
Why in last 2-3 minutes leagues get full,FAKE_TEAMS,
Why I haven't received any email confirmation link,NO_EMAIL_CONFIRMATION,
No Email Confirmation,NO_EMAIL_CONFIRMATION,
Why I haven't received any email confirmation link,NO_EMAIL_CONFIRMATION,
When will I receive email confirmation,NO_EMAIL_CONFIRMATION,
No Email Confirmation,NO_EMAIL_CONFIRMATION,
Didn't get email confirmation,NO_EMAIL_CONFIRMATION,
Withdraw Cash Bonus,WITHDRAW_CASH_BONUS,
Cash Bonus Expiry,CASH_BONUS_EXPIRY,
Cash Bonus,CASH_BONUS,
Types of Bonus,TYPES_BONUS,
What is the difference between sign-up bonus and cash bonus,TYPES_BONUS,
"What is difference between Cash Bonus, signup bonus, surprise bonus, winnings",TYPES_BONUS,
Daily Bonus,TYPES_BONUS,
Surprise bonus,TYPES_BONUS,
I want to know about bonus,TYPES_BONUS,
What is the deadline for a match on PowerPlay11?,TEAM_DEADLINE,
Team Deadline for Match,TEAM_DEADLINE,
What is Safe Play & Regular Play,TEAM_DEADLINE,
Difference between safe play and regular play,TEAM_DEADLINE,
Regular Play,TEAM_DEADLINE,
What is safe play,TEAM_DEADLINE,
How many playing mode,TEAM_DEADLINE,
Safe Play,TEAM_DEADLINE,
Playing Mode,TEAM_DEADLINE,
Benefit of safe play,TEAM_DEADLINE,
What is the regular play,TEAM_DEADLINE,
match deadline,TEAM_DEADLINE,
What is the deadline of Safe play,TEAM_DEADLINE,
Safe mode editing,TEAM_DEADLINE,
What is the deadline to edit team in safe play,TEAM_DEADLINE,
Can I edit team in safe play,TEAM_DEADLINE,
Edit safe play,TEAM_DEADLINE,
Account Not Verified,ACCOUNT_NOT_VERIFIED,
How to Verify my Account?,ACCOUNT_NOT_VERIFIED,
Account Verification,ACCOUNT_NOT_VERIFIED,
How to Get Account Verified,ACCOUNT_NOT_VERIFIED,
I am unable to verify my account,ACCOUNT_NOT_VERIFIED,
Verify my account,ACCOUNT_NOT_VERIFIED,
Verify account,ACCOUNT_NOT_VERIFIED,
Need to Verify my account,ACCOUNT_NOT_VERIFIED,
Why do I Need to Verify my Account,WHY_VERIFY,
Why do I need to Verify,WHY_VERIFY,
Is it important to verify my account,WHY_VERIFY,
Why should I verify,WHY_VERIFY,
What is the use of account verification,WHY_VERIFY,
Do I need to verify my account,WHY_VERIFY,
Why to Verify Account?,WHY_VERIFY,
Contests,TYPES_CONTESTS,
Types of Contests,TYPES_CONTESTS,
How to Verify my email address,VERIFY_EMAIL,
Verify Email,VERIFY_EMAIL,
How to verify email,VERIFY_EMAIL,
How to verify email ID,VERIFY_EMAIL,
Verify my email address,VERIFY_EMAIL,
Email needs to be verified,VERIFY_EMAIL,
Verify email ID,VERIFY_EMAIL,
Email not verified,VERIFY_EMAIL,
Email verification,VERIFY_EMAIL,
Send email verification link,VERIFY_EMAIL,
Verify my email,VERIFY_EMAIL,
I want to verify email,VERIFY_EMAIL,
Let me verify email,VERIFY_EMAIL,
Verify PAN Card,VERIFY_PAN,
How to verify my PAN Card?,VERIFY_PAN,
Pan card verification,VERIFY_PAN,
What's the process to verify PAN card,VERIFY_PAN,
Verify my PAN card,VERIFY_PAN,
How do I verify my PAN,VERIFY_PAN,
Process for PAN card verification,VERIFY_PAN,
How to verify my mobile number,VERIFY_MOBILE,
Verify Mobile Number,VERIFY_MOBILE,
How should I verify my mobile number,VERIFY_MOBILE,
Mobile number verification,VERIFY_MOBILE,
How do I verify mobile number,VERIFY_MOBILE,
What is the process to verify my mobile,VERIFY_MOBILE,
Want to verify mobile number,VERIFY_MOBILE,
What should I do to verify my mobile number,VERIFY_MOBILE,
Need to verify my mobile number,VERIFY_MOBILE,
Account reset,ACCOUNT_RESET,
PowerPlay11 account reset,ACCOUNT_RESET,
How to reset account,ACCOUNT_RESET,
Reset my account,ACCOUNT_RESET,
What happens in case there is a tie,WHAT_IF_THERES_A_TIE,
And if there is a tie,WHAT_IF_THERES_A_TIE,
How to solve tie issue,WHAT_IF_THERES_A_TIE,
Same score between two players,WHAT_IF_THERES_A_TIE,
"In case of tie, what happens ",WHAT_IF_THERES_A_TIE,
What if it is a tie?,WHAT_IF_THERES_A_TIE,
What if we have a tie?,WHAT_IF_THERES_A_TIE,
What if there's a tie?,WHAT_IF_THERES_A_TIE,
If there is a tie between two users in quiz,WHAT_IF_THERES_A_TIE,
Cannot See Joined Contests,CANNOT_SEE_JOINED_CONTESTS,
Why can I not see my joined leagues,CANNOT_SEE_JOINED_CONTESTS,
What is the meaning of C infront a league,CANNOT_SEE_JOINED_CONTESTS,
What is the meaning of M infront a league,CANNOT_SEE_JOINED_CONTESTS,
C icon,CANNOT_SEE_JOINED_CONTESTS,
M icon,CANNOT_SEE_JOINED_CONTESTS,
Contest Cancellation,CANNOT_SEE_JOINED_CONTESTS,
My contest does not show,CANNOT_SEE_JOINED_CONTESTS,
I joined a league but now it's not showing,CANNOT_SEE_JOINED_CONTESTS,
League joined but not showing,CANNOT_SEE_JOINED_CONTESTS,
Amount deducted but showing no league joined,CANNOT_SEE_JOINED_CONTESTS,
Fairplay Violation,FAIRPLAY_VIOLATIONS,
What is considered as FairPlay Violation on PowerPlay11?,FAIRPLAY_VIOLATIONS,
Fairplay rules,FAIRPLAY_VIOLATIONS,
Violation rules,FAIRPLAY_VIOLATIONS,
How my play will be consider as fair,FAIRPLAY_VIOLATIONS,
Fair play rules,FAIRPLAY_VIOLATIONS,
Points not updated,POINTS_NOT_UPDATED,
Points Delay,POINTS_NOT_UPDATED,
Player points not updated,POINTS_NOT_UPDATED,
Update points fast,POINTS_NOT_UPDATED,
Points update,POINTS_NOT_UPDATED,
Points for Match name not updated,POINTS_NOT_UPDATED,
Points are not getting updated,POINTS_NOT_UPDATED,
Match name points not updated,POINTS_NOT_UPDATED,
Player name points not updated,POINTS_NOT_UPDATED,
Please update match points,POINTS_NOT_UPDATED,
Match results still pending,POINTS_NOT_UPDATED,
When are the scores updated on PowerPlay11,POINTS_NOT_UPDATED,Earlier was WHEN_SCORES_UPDATED
When Are the Scores Updated,POINTS_NOT_UPDATED,Earlier was WHEN_SCORES_UPDATED
When will scores be updated,POINTS_NOT_UPDATED,Earlier was WHEN_SCORES_UPDATED
When will points get updated,POINTS_NOT_UPDATED,Earlier was WHEN_SCORES_UPDATED
What if a game is completed with wrong scores?,WRONG_SCORES,Doubtful about this NODE
Want to know how my Account Balance can get Deducted,ACCOUNT_BALANCE_DEDUCTED,
Account Balance Deducted,ACCOUNT_BALANCE_DEDUCTED,
How is account balance deducted,ACCOUNT_BALANCE_DEDUCTED,
Account balance deducted from my wallet after joining the contest,ACCOUNT_BALANCE_DEDUCTED,
Account balance deducted flow,ACCOUNT_BALANCE_DEDUCTED,
Account Balance Deducted,ACCOUNT_BALANCE_DEDUCTED,
Amount  balance deducted but when,ACCOUNT_BALANCE_DEDUCTED,
Account Balance deducted would you describe the reason,ACCOUNT_BALANCE_DEDUCTED,
Why money is debited from my account?,ACCOUNT_BALANCE_DEDUCTED,
When PowerPlay11 go for account balance deduction,ACCOUNT_BALANCE_DEDUCTED,
What is cycle of account balance deduction,ACCOUNT_BALANCE_DEDUCTED,
Signup Bonus,SIGNUP_BONUS,
How to Play,HOW_TO_PLAY,
How Can I Play on PowerPlay11,HOW_TO_PLAY,
Teach me to play,HOW_TO_PLAY,
I need help to play,HOW_TO_PLAY,
Guidelines to play,HOW_TO_PLAY,
I don't know how to play,HOW_TO_PLAY,
Can you help me to play,HOW_TO_PLAY,
How to delete PAN card,DELETE_PAN_CARD,
I want to change my PAN,DELETE_PAN_CARD,
Pan card remove,DELETE_PAN_CARD,
remove PAN card,DELETE_PAN_CARD,
Delete PAN card,DELETE_PAN_CARD,
I want to delete my pan card,DELETE_PAN_CARD,
Wallet Balance,CHECK_WALLET_BALANCE,
Show my wallet balance,CHECK_WALLET_BALANCE,
How much amount are left in my wallet balance,CHECK_WALLET_BALANCE,
Is there is money in my wallet,CHECK_WALLET_BALANCE,
I want to see my wallet balance,CHECK_WALLET_BALANCE,
Show my wallet balance,CHECK_WALLET_BALANCE,
I was surfing with the PowerPlay11 website now I thought I should play it would you let me know my balance,CHECK_WALLET_BALANCE,
"I went england, I want to check my balance",CHECK_WALLET_BALANCE,
Money left in my wallet,CHECK_WALLET_BALANCE,
Check my wallet balance,CHECK_WALLET_BALANCE,
Show my balance,CHECK_WALLET_BALANCE,
Show my bonus,CHECK_WALLET_BALANCE,
Show my winnings,CHECK_WALLET_BALANCE,
Money in my wallet,CHECK_WALLET_BALANCE,
Unutilized,UNUTILIZED_MONEY,
Unutilized Amount,UNUTILIZED_MONEY,
What is the new team format,NEW_TEAM_PATTERN,
How many bolwers I can select,NEW_TEAM_PATTERN,
What is the new team pattern,NEW_TEAM_PATTERN,
How many all-rounder I can select,NEW_TEAM_PATTERN,
I want to know about new team format,NEW_TEAM_PATTERN,
How many wicket keeper I can select,NEW_TEAM_PATTERN,
I want to know more about team pattern,NEW_TEAM_PATTERN,
How many all rounder I can select,NEW_TEAM_PATTERN,
How many battsman I can select,NEW_TEAM_PATTERN,
Thanks a lot,THANKS,
Tysm,THANKS,
Thank,THANKS,
Thanks,THANKS,
Thanxs,THANKS,
Thank you,THANKS,
How can you help me,CAPABILITIES,
Help me,CAPABILITIES,
What can you do for me,CAPABILITIES,
Other Queries,CAPABILITIES,
Can you help me with something else,CAPABILITIES,
Help needed,CAPABILITIES,
Help required,CAPABILITIES,
What else can you help me with,CAPABILITIES,
I have other queries,CAPABILITIES,
You are amazing,APPRECIATION,
Appreciate it,APPRECIATION,
Good job,APPRECIATION,
I like your service,APPRECIATION,
You are the best,APPRECIATION,
Good service,APPRECIATION,
Great service,APPRECIATION,
Great job,APPRECIATION,
Great App,APPRECIATION,
What if amount is debited from account but not added on PowerPlay11?,DEDUCTED_AMOUNT_NOT_RECEIVED,
Amount is not received on PowerPlay11 even though debited from account,DEDUCTED_AMOUNT_NOT_RECEIVED,
Deducted Amount But Not Received,DEDUCTED_AMOUNT_NOT_RECEIVED,
Money got debited from bank account but not added to the wallet?,DEDUCTED_AMOUNT_NOT_RECEIVED,
My money was deducted from my account but not showing the amount added. What should I do?,DEDUCTED_AMOUNT_NOT_RECEIVED,
Amount debited from my account but not added to my wallet,DEDUCTED_AMOUNT_NOT_RECEIVED,
What if a match is abandoned?,MATCH_ABANDONED,
If match get abandoned will I get refund,MATCH_ABANDONED,
Match Abandoned,MATCH_ABANDONED,
Are You Online,PRESENCE,
Are you there,PRESENCE,
Why is my winning amount less than mentioned in Prize list for my rank?,LESS_WINNINGS_AMOUNT,May conflict with CHAT_WITH_AN_AGENT
Why My Winning Amount is Low,LESS_WINNINGS_AMOUNT,May conflict with CHAT_WITH_AN_AGENT
How to download app,DOWNLOAD_POWERPLAY11,
Download app,DOWNLOAD_POWERPLAY11,
How to download PowerPlay11,DOWNLOAD_POWERPLAY11,
You are horrible,CRITICISM,
You are dumb,CRITICISM,
You are stupid,CRITICISM,
Bad Service,CRITICISM,
Waste app,CRITICISM,
Hey,GREETINGS_DAY,
Hello,GREETINGS_DAY,
Hi,GREETINGS_DAY,
Yes Can you help,GREETINGS_DAY,
Yes,GREETINGS_DAY,
Good afternoon,GREETINGS_DAY,
Good Morning,GREETINGS_DAY,
Good night,GREETINGS_DAY,
Good evening,GREETINGS_DAY,
Good day,GREETINGS_DAY,
Goodnight,GREETINGS_DAY,
Goodafternoon,GREETINGS_DAY,
Ya,GREETINGS_DAY,
Can you share your number,CONTACT_NUMBER,
Contact Details,CONTACT_NUMBER,
Contact me,CONTACT_NUMBER,
Call me back,CONTACT_NUMBER,
Support number,CONTACT_NUMBER,
I want to know your contact number,CONTACT_NUMBER,
Help me with your contact number,CONTACT_NUMBER,
What is your contact number,CONTACT_NUMBER,
Share contact number,CONTACT_NUMBER,
Customer care number,CONTACT_NUMBER,
Can I get your contact number,CONTACT_NUMBER,
Call back,CONTACT_NUMBER,
How to update the app,UPDATE_APP,
Feedback,FEEDBACK,
I want to give feedback,FEEDBACK,
